Comment,Rating
"bữa trưa ngon miệng với món khoái khẩu ""miến trộn"". được mua thêm lon lavie giá 1 đồng.
đánh giá: 
- bao bì: đẹp, gọn, thân thiện với môi trường
- chất lượng: đồ ăn sạch sẽ, thơm ngon, có kèm đủ gia vị (cái này khá lích kích cho quán)
- ship: tầm 20 phút từ khi đặt đồ.

bữa trưa với an biên: vui vẻ

có cách nào nhanh hơn thì 10*",1
"trong ảnh dưới là miếng dán urgo dùng rồi lẫn trong đĩa chả nem của khách ăn ngày 16-8-2019.
không biết trong lúc chế biến nhà hàng còn trộn lẫn dị vật hay hợp chất lạ gì trong đồ ăn nữa ko.
cảm thấy kinh khủng khiếp hoảng hốt.
https://www.otofun.net/threads/an-phai-mieng-urgo-dinh-mau-o-nha-hang-an-bien-nho-cac-cu-tu-van-hic.1611559/",0
dù ăn ở quán hay ship về thì mình cũng rất hài lòng với an biên. ủng hộ quán dài dài,1
"mình chưa ăn bánh đa cua ở đâu trên hà nội hợp vị như ở an biên, chưa kể quán rất chăm chút cho món ăn của mình.mình ăn ở cả cửa hàng lẫn gọi về, bao bì đóng gói xuất sắc, nhìn là thấy cái tâm của quán rồi. thạch găng ngọt thơm mát. bánh đa cua nước dùng đậm đà thơm mùi hành phi. nói chung đồ ăn không phải rẻ nhưng đáng đồng tiền bát gạo.",1
đồ ăn quá chậm. chờ hơn 1 tiếng mà chưa thấy lẩu,0
"lẩu thái ở thaiexpress cử sở vincom*** mình thấy vị chuẩn mà ngon nhất trong các cở sở mình từng ăn, những chỗ khác thì ngọt nhưng nước lẩu ở đây lại rất vừa, vị chu và cay hoàn hảo, điểm cộng nữa là nhân viên ở đây cũng niềm nở vui vẻ chứ không có cao có khó chịu với khách nè hihi.
sét lẩu này có bò, ngao, mực... mình thấy tất cả đều tươi ngon ấy, hải sản tươi thả vào nước ra vị ngọt của hải sản làm nước lẩu càng ngon thêm nè. 
sẽ ăn ở cơ sở này thường xuyên hơn hihi",1
"[ góc review]
lâu lắm roài mới lại được ăn đồ thái. cảm thấy có đồ ăn là auto ấm áp. tiếc nỗi không kịp đớp phúc long nhờ quyền ưu tiên của chị bầu :)))). ăn nhanh chị đi đẻ chả có ai cùng chơi. 
sang năm là có thêm dory đi quẩy cả chú roài
không gian quán đẹp, đồ ăn giá hợp lý. so với kichi có phần rẻ hơn nhiều ý ý
trọn ngày ăn, xem, chơi 
cuộc đời có người dễ tính như mềnh nên lúc nào cũng sẽ vui .

nước lẩu chất thơm ngon đậm đà . nói chung rất tốt về tất cả",1
tốt,1
"mấy bạn nào mà tin đây là lẩu dành cho 2 người thì lầm to r nhé  đây chỉ là lẩu 1 người thôi nhé. lẩu 2 người chỉ có 240k - 700k thôi. lẩu 2 ng ăn cg ko no nổi trong khi mình với bạn trai ăn rất ít. lẩu không cay, nước lẩu ngọt sặc mùi cốt dừa, có thể nhiều bạn thấy ngon nhưng mình thì không đâu, khó ăn quá. 
tóm lại đắt + treo dê bán chó.... không bao giờ quay lại ",0
không bao giờ quay lại. bà bê bánh rất thái độ khó chịu. mất tiền ăn còn mua bực vào người. quán hôi.,0
"bánh ăn bình thường, nước dùng thì k rõ vị mấy, k bao giờ quay lại ))
1 suất 40k như hình nhé.",0
"bánh cuốn cực ngon  
ship đến bánh đc gói trong lá chuối cẩn thận. rất yên tâm và sạch sẽ luôn.",1
mình đã ăn thử 2 quán ở trung kính nhưng thực sự vào quán này ăn đúng vị cao bằng. bánh tráng nóng ăn rất ngon và chuẩn vị. mọi ng đến ăn chú ý kẻo nhầm quán nhé!!,1
quán có vị trí đẹp bánh làm dẻo và ngon nhân viên là những người lớn tuổi nhưng phục vụ nhanh và nhiệt tình,1
"mình gọi ship bánh gai, giá cũng không đắt nhưng cũng chẳng rẻ. bánh gai không có dây buộc, quăng vô tui, chiếc lá gấp chiếc lá mở, thôi nghĩ chắc mua ít nên phải xé bịch ra. vào mở túi, thì bánh gai được đúng 2 miếng cắn, bột bánh mỏng dính hết vào lá, lộ nguyên mảng nhân. vị bánh nhạt, không thơm và cứng. như là bánh để lâu. sản phẩm là không chấm được điểm nào, duy chỉ có chấm được cho shipper, nhanh chóng, vui vẻ. sáng ra cũng cứu được phần nào cho mớ bánh này.",0
"sáng hai mẹ con mình chở nhau đi ăn và mua về 1 suất.
mình vào trước 1 tốp thanh niên nên có vẻ bà chủ quán thấy có vẻ thu được ít tiền nên cho ngồi đợi để phục vụ đoàn kia trước. quán còn tầm 3 khách đang ngồi chờ trước đó.
mình ngồi chờ một lúc, thấy lâu, nhắc khéo hai mẹ con cháu vào trước nên cô nhớ làm trước, nếu không kịp có thì làm trước 1 suất ăn tại chỗ, 1 suất mang về.

bà chủ quán bảo cứ ngồi chờ đi, đang đông và tiếp tục làm cho bàn kia ăn trước.
mình thấy muộn quá không kịp thời gian đưa con đi học nên đứng dậy không ăn nữa mà mua mang về. bà chủ quán thấy mình càu nhàu thì trợn mắt, nói to nếu không đợi được thì chỉ cho mang về 1 suất thôi chứ không làm 2 suất mang về.
mình điên máu bảo bà ấy là bà quá đáng vừa thôi, xem lại đi, đứa trẻ nó bé tí như thế mà bắt nó chờ, trong khi nó đến trước, xong xách hộp về thẳng.

không bao giờ có chuyện quay lại lần nữa!",0
"giao hàng nhanh. 
mình order trà sữa thiết***trân châu đen và pudding. topping không có gì chê, trân châu mềm dai và pudding tan trong miệng rất thích. tuy nhiên vị trà thiết***thì lại không thấy đâu. cốc ts uống như cốc nước đường, khá thất vọng",0
"đây là em trà sữa mà mình cũng mới được bạn chỉ cho uống này. phải nói là vị trà ở quán này đậm và thơm thật sự luôn ấy mọi người ạ. không gian quán kiểu cổ cổ, ấm cúng í ạ. bước chân vào quán là ngửi thấy vị trà tràn ngập không gian luôn rồi á. các bạn nhân viên thì rất nhiệt tình, dễ tính nha. vị mình hay uống là trà sữa pudding á, phuddinh thơm, mềm và kiểu ngọt thanh thanh ấy ạ, mình uống rất hợp vị luôn ạ. ngoài ra bạn có thử thêm trà sữa thiết***thêm trân châu tổ ong đó ạ. trân châu tổ ong mình thấy rất ít quán có luôn á, uống thích lắm nha. giá dao động tầm khoảng 35-60k á. ngày trước quán chỉ có size l ấy, lâu nay có thêm size m nữa ấy. mà mình thì cảm thấy uống size m ở quán hơi nhỏ với mình nên toàn quất size l không à",1
"- trừ âm điểm vì thiếu kem cheese, thề chả có gì bực bội bằng cái tag ghi rõ kem cheese to đùng đùng mà thiếu đc luôn á :))))))
- trừ tiếp điểm vì toping trân châu sợi và sợi qq để tách ra 2mục, mình là ng lần đầu uống chago ai biết đc 2 loại này là 1, thế là lố cái loại này thành double luôn :))))))
- vị trà sữa khá bình thường, giống với các quán khác, k như thiên hạ đồn
nói chung 1 lần và duy nhất, k quay lại lần sau",0
"quán này mình đến nhiều rồi nhưng hôm nay mới đặt ship.mình gọi 2 cốc, 1 trà sừa cha go 1 trà sữa kem cheese.mình đặt 50% đường 50% đá. đồ uống khá ngon ,không bị ngọt, giá ổn, (mình thích chago ở cái bao bì khá đẹp ^^) kem cheese và trân trâu cũng nhiều. theo cá nhân mình thấy thì tuy gọi 50% đá rồi nhưng mà đã vẫn hơi nhiều thì phải. thêm một điểm đáng yêu nữa là quán còn cho 1 con dao bé xiu xíu để mình mở cốc uống kem cheese nữa hê hê",0
"do gần trường nên mình ghé qua quán tá túc buổi trưa. quán nằm ngay mặt đg nguyễn trãi đoạn xuống hầm chui, hơi bị khuất bởi bóng cây . trang trí trong quán kiểu cổ cổ, hơi âm u xíu. 
mình gọi 1 trà sữa thiết quan âm size bé. cốc này nhỏ nhỏ cute ghê. vị trà thì mình cảm thấy không có gì đặc biệt lắm, với hơi nhiều đá nên nhạt.
giá cho 1 cốc là 30k không quá đắt so với ts hiện nay
các bạn nhân viên nhiệt tình chu đáo.
mình sẽ quay lại quán nếu có dịp ạ.",0
làm ăn bố láo thì tẩy chay thôi,0
thái độ phục vụ không thể chấp nhận được. ăn nem thì có tóc nhưng ý kiến thì bị lờ đi như chẳng có gì. biết thế ý kiến lúc chưa trả tiền rồi làm ầm lên cho bõ ghét. tính tiền từ cọng rau đĩa bún. bỏ đống tiền ra ăn nhưng vừa không ngon vừa chuốc bực vào người và vệ sinh hay ko thì nhìn sợi tóc đời này cũng ko muốn quay lại!!!!,0
"hôm nay mình rất bực mình vì bị ăn quả lừa của 2 cô tiếp tân
vừa vào quán mình đã thấy cái menu để ngoài, nhìn sơ sơ thấy món bánh tôm giá 90k, nhìn vào trong view đẹp, nên vội vào
2 cô tiếp rôm rả lại, mình nói cho 2 phần bánh tôm ( đi với bạn gái) thì 1 cô giới thiệu nhà hàng có 2 món đặc sản, 1 là bánh tôm, món 2 là chả cá lăng
ăn xong tính tiền hết 610k
cái hoá đơn nó dài cả gang tay, nào là bún là rau tính hết. phần chả cá 350k
thấy 2 đứa miền nam ra thăm lăng***nên cho thêm bát mắm tôm thật to để ăn với 
số tiền bỏ ra k nhiều nhưng thật sự bị sốc vì nhận lại k đúng giá trị
mọi người hãy cẩn thận với địa chỉ này tránh ăn trái đắng",0
"bánh tôm ăn được, kiểu này mình tự làm ở nhà được nhé. nem rán cháy đen 2 đầu nhìn ko muốn ăn, ăn vào thì chán lắm, chả có gì ngon, không giòn, không đẹp, không rẻ, 6 cái nem đen đen giá 130k",0
"mình đi du lịch ra hn, lần đầu ăn bánh tôm ở đây. lúc tới chỉ định gọi 1 phần bánh tôm ăn thử tại chỉ có 2 người. nhưng nv cứ dụ gọi thêm, bảo nem ở đây ngon lắm, nên mình cũng gọi thử. bánh tôm ăn được, giòn  nước mắm ngon, 1 phần 90k. nem thì ko ngon, ko gọi là dở nhưng bình thường lắm. 1 phần nem 130k chỉ có 6 cây nem, quá đắt, ko đáng đồng tiền gì cả. nói chung ko quay lại đây, sẽ ăn thử bánh tôm chỗ khác. nếu mn có tới đây ăn chỉ nên thử bánh tôm.",0
"bánh bột lọc phần vỏ hơi dai, bánh tôm và nước chấm khá ngon nhưng không hài lòng thái đọ phục vụ lắm vì gọi 2 phần bánh tôm và 1 phần bánh bột lọc thì chủ quán mang ra 2 bánh tôm và  2 bánh bột lọc. lúc đó cũng hơi bất ngờ vì gọi 1 bánh bột lọc mà chủ quán mang ra 1 đĩa hơi nhiều nhưng mình lại yên tâm nghĩ rằng chủ quán nghe thấy rồi và cũng có nhắc lại lời mình là một bánh bột lọc nhưng khi thanh toán thì là 2 bánh tôm và 2 bột lọc. hơi bị giật mình và bực mình một chút nhưng vì đã ăn rồi nên mình đành thanh toán.",0
"đồ ăn toàn bộ không ngon, nhạt nhẽo, không tươi (đồ cũ). bánh tôm vỏ dầy, tôm bé(cắt khúc), nước chấm nhạt nhẽo. tôm hấp tanh (ko gừng, sả); gà nướng cũ và khô. nem hải sản đắt, ko ngon. thịt ba chỉ rang cháy cạnh nhưng ôi, cơm vừa cứng vừa nguội và sống. hoá đơn thanh toán theo kiểu mậu dịch (ko có hoá đơn). nhân viên phục vụ tuy đông, nhưng làm việc thiếu chuyên nghiệp, một số nhân viên không được đào tạo, nói năng thiếu lịch sự. mình có chứng kiến vụ khách bàn bên tuy không gọi đồ ăn ra nữa, nhưng nhân viên cứ bưng ra, khách nói không ăn thì một cô nhân viên trung niên nói ""không ăn thì đổ đi"". chỉ ghi nhận được là sau một hồi khách phàn nàn thì anh quản lý ra xin lỗi. tóm lại, mình đi ăn một lần và sẽ không khuyến nghị nhà hàng này với mọi người và cũng sẽ không quay lại nữa. so với sen hà nội hay tây hồ thì số tiền thanh toán tương đương nhưng chất lượng dịch vụ cực kém và thiếu chuyên nghiệp. quán này chỉ được cái view nhìn ra hồ tây, vị trí trung tâm, còn lại không được điểm nào về ẩm thực.",0
"bọn mình tới vào tầm chiều tối, lúc mới có khoảng 2 bàn có khách bên trong. chồng mình với mình ăn một phần bánh tôm trước, thấy ngon nên gọi thêm phần nữa và 1 phần chả cá lã vọng. 

đồ ăn: thực sự thì bánh khá giòn, nóng và ngon chứ không như nhiều bạn nhận xét ở đây. mình từng ăn bánh tôm ở phủ và hàng bồ nên cảm nhận thấy chất lượng khá được. chả cá thì đã xào sẵn nên hơi thất vọng chút. nước chấm kèm bánh tôm với chả cá đều ok. bún khá lạnh nên hơi khó ăn. 

giá cả: hơi cao một chút so với bên ngoài

vị trí: trời lạnh nên bọn mình ngồi trong nhà, cũng khá dễ chịu. ăn bàn tròn nên hơi khó xếp đồ. được cái view đẹp. trời ấm áp một chút mà ngồi ngoài thì chắc sẽ thấy đã hơn nhiều. lưu ý là gửi xe bên ngoài cổng bị mất 5k nhé. 

nhân viên: thực sự mà nói lúc mới tới mình khá có cảm tình. chủ yếu là các cô chú lớn tuổi một chút nhưng khá lịch sự. món bánh tôm ban đầu khá nhanh, đến lần hai thì lâu hơn. mình ăn gần hết đĩa lạc mới có đồ ăn tiếp. có bạn nhân viên khá trẻ mang cá ra còn rất cẩn thận hướng dẫn cái món này ăn với cái gì. 

điểm trừ là khi có 1 tốp khách khá đông đến sau, cả nhà hàng trở nên vô cùng ồn ào với đủ các tiếng kéo ghế kéo bàn ầm ĩ. có thể do nhà hàng khá kín nên âm thanh bị vọng khá nhiều và thực sự rất khó chịu. bọn mình gần như phải bỏ về vì không thể tiếp tục ăn nổi. hic, dù ở quán bia bọn mình cũng chưa bao giờ thấy ầm ĩ tới vậy. 

rất tiếc là bánh tôm ngon nhưng sẽ không bao giờ quay lại.",0
